s,r,o
cellular_telephone.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
box.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
chair.n.01,hasMaterial,wood.n.01
table.n.02,hasMaterial,wood.n.01
fabric.n.01,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
plant.n.02,hasMaterial,stone.n.02
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
plant.n.02,hasAffordance,water.v.02
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
box.n.01,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
vacuum.n.04,atLocation,living_room.l.01
watering_can.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
soil.n.02,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
television_receiver.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
plant.n.02,hasMaterial,stone.n.02
table.n.02,hasMaterial,wood.n.01
fabric.n.01,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
chair.n.01,hasMaterial,chrome.n.01
chair.n.01,hasMaterial,wood.n.01
chair.n.01,hasMaterial,fabric.n.01
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
plant.n.02,hasAffordance,water.v.02
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
remote_control.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
painting.n.01,atLocation,living_room.l.01
television_receiver.n.01,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
soil.n.02,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
watering_can.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
vacuum.n.04,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
box.n.01,atLocation,living_room.l.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
fabric.n.01,hasMaterial,fabric.n.01
chair.n.01,hasMaterial,leather.n.01
table.n.02,hasMaterial,wood.n.01
table.n.02,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
hanger.n.02,hasMaterial,wood.n.01
plant.n.02,hasMaterial,stone.n.02
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
plant.n.02,hasAffordance,water.v.02
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
vacuum.n.04,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
television_receiver.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
watering_can.n.01,atLocation,living_room.l.01
soil.n.02,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
box.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
plant.n.02,hasMaterial,wood.n.01
fabric.n.01,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,chrome.n.01
hanger.n.02,hasMaterial,wood.n.01
table.n.02,hasMaterial,wood.n.01
chair.n.01,hasMaterial,wood.n.01
chair.n.01,hasMaterial,fabric.n.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
plant.n.02,hasAffordance,water.v.02
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
television_receiver.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
vacuum.n.04,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
trash_can.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
watering_can.n.01,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
soil.n.02,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
table.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
plant.n.02,hasMaterial,stone.n.02
fabric.n.01,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
chair.n.01,hasMaterial,wood.n.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
plant.n.02,hasAffordance,water.v.02
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
soil.n.02,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
vacuum.n.04,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
chair.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
television_receiver.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
painting.n.01,atLocation,living_room.l.01
box.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
watering_can.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
chair.n.01,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
chair.n.01,hasMaterial,wood.n.01
fabric.n.01,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
chair.n.01,hasMaterial,leather.n.01
plant.n.02,hasMaterial,stone.n.02
chair.n.01,hasMaterial,wood.n.01
chair.n.01,hasMaterial,fabric.n.01
chair.n.01,hasMaterial,chrome.n.01
chair.n.01,hasMaterial,wood.n.01
table.n.02,hasMaterial,wood.n.01
table.n.02,hasMaterial,fabric.n.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
plant.n.02,hasAffordance,water.v.02
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
statue.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
watering_can.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
vacuum.n.04,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
box.n.01,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
television_receiver.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
soil.n.02,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
table.n.02,hasMaterial,wood.n.01
table.n.02,hasMaterial,fabric.n.01
plant.n.02,hasMaterial,stone.n.02
hanger.n.02,hasMaterial,wood.n.01
fabric.n.01,hasMaterial,fabric.n.01
chair.n.01,hasMaterial,wood.n.01
chair.n.01,hasMaterial,fabric.n.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
plant.n.02,hasAffordance,water.v.02
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
watering_can.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
newspaper.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
vacuum.n.04,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
box.n.01,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
television_receiver.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
soil.n.02,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
table.n.02,hasMaterial,wood.n.01
plant.n.02,hasMaterial,stone.n.02
plant.n.02,hasMaterial,stone.n.02
hanger.n.02,hasMaterial,wood.n.01
fabric.n.01,hasMaterial,fabric.n.01
chair.n.01,hasMaterial,wood.n.01
chair.n.01,hasMaterial,fabric.n.01
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
plant.n.02,hasAffordance,water.v.02
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
plant.n.02,hasAffordance,water.v.02
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
soil.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
box.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
watering_can.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
television_receiver.n.01,atLocation,living_room.l.01
vacuum.n.04,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
key.n.01,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
plant.n.02,hasMaterial,wood.n.01
table.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,wood.n.01
chair.n.01,hasMaterial,chrome.n.01
chair.n.01,hasMaterial,leather.n.01
fabric.n.01,hasMaterial,fabric.n.01
soil.n.02,hasAffordance,clean.v.01
soil.n.02,hasAffordance,dirty.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
cellular_telephone.n.01,hasAffordance,pick_up.v.02
cellular_telephone.n.01,hasAffordance,put.v.01
credit_card.n.01,hasAffordance,pick_up.v.02
credit_card.n.01,hasAffordance,put.v.01
box.n.01,hasAffordance,open.v.01
box.n.01,hasAffordance,close.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
plant.n.02,hasAffordance,water.v.02
watering_can.n.01,hasAffordance,pick_up.v.02
watering_can.n.01,hasAffordance,put.v.01
television_receiver.n.01,hasAffordance,turn_on.v.01
television_receiver.n.01,hasAffordance,turn_off.v.01
tissue.n.02,hasAffordance,pick_up.v.02
tissue.n.02,hasAffordance,put.v.01
tissue.n.02,hasAffordance,empty.v.01
tissue.n.02,hasAffordance,fill.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
fabric.n.01,hasAffordance,pick_up.v.02
fabric.n.01,hasAffordance,put.v.01
key.n.01,hasAffordance,pick_up.v.02
key.n.01,hasAffordance,put.v.01
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
statue.n.01,hasAffordance,pick_up.v.02
statue.n.01,hasAffordance,put.v.01
vacuum.n.04,atLocation,living_room.l.01
remote_control.n.01,atLocation,living_room.l.01
laptop.n.01,atLocation,living_room.l.01
chair.n.01,atLocation,living_room.l.01
table.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
newspaper.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
key.n.01,atLocation,living_room.l.01
statue.n.01,atLocation,living_room.l.01
soil.n.02,atLocation,living_room.l.01
television_receiver.n.01,atLocation,living_room.l.01
tissue.n.02,atLocation,living_room.l.01
plant.n.02,atLocation,living_room.l.01
fabric.n.01,atLocation,living_room.l.01
painting.n.01,atLocation,living_room.l.01
watering_can.n.01,atLocation,living_room.l.01
hanger.n.02,atLocation,living_room.l.01
painting.n.01,atLocation,hanger.l.02
box.n.01,atLocation,living_room.l.01
trash_can.n.01,atLocation,living_room.l.01
cellular_telephone.n.01,atLocation,living_room.l.01
credit_card.n.01,atLocation,living_room.l.01
chair.n.01,hasMaterial,wood.n.01
chair.n.01,hasMaterial,fabric.n.01
table.n.02,hasMaterial,wood.n.01
table.n.02,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
plant.n.02,hasMaterial,stone.n.02
fabric.n.01,hasMaterial,fabric.n.01
hanger.n.02,hasMaterial,wood.n.01
hanger.n.02,hasMaterial,stone.n.02
remote_control.n.01,hasAffordance,pick_up.v.02
remote_control.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,open.v.01
laptop.n.01,hasAffordance,close.v.01
laptop.n.01,hasAffordance,pick_up.v.02
laptop.n.01,hasAffordance,put.v.01
laptop.n.01,hasAffordance,turn_on.v.01
laptop.n.01,hasAffordance,turn_off.v.01
painting.n.01,hasAffordance,pick_up.v.02
painting.n.01,hasAffordance,put.v.01
newspaper.n.01,hasAffordance,pick_up.v.02
newspaper.n.01,hasAffordance,put.v.01
